0, R1,R2,R3,R4,R5,R6,R7,R8,R9,
229, 11,9,7,11,11,9,11,9,7,11,
230, 11,9,7,11,11,9,11,9,7,11,
231, 11,9,7,11,11,9,11,9,7,11,
232, 11,9,7,11,11,9,11,9,7,11,
233, 11,9,7,11,11,9,11,9,7,11,
234, 11,9,7,11,11,9,11,9,7,11,
235, 11,9,7,11,11,9,11,9,7,11,
236, 11,9,7,11,11,9,11,9,7,11,
237, 11,9,7,11,11,9,11,9,7,11,
238, 11,9,7,11,11,9,11,9,7,11,
239, 11,9,7,11,11,9,11,9,7,11,
240, 11,9,7,11,11,9,11,9,7,11,
241, 11,9,7,11,11,9,11,9,7,11,
242, 11,9,7,11,11,9,11,9,7,11,
243, 11,9,7,11,11,9,11,9,7,11,
244, 11,9,7,11,11,9,11,9,7,11,
245, 11,9,7,11,11,9,11,9,7,11,
246, 11,9,7,11,11,9,11,9,7,11,
247, 11,9,7,11,11,9,11,9,7,11,
248, 11,9,7,11,11,9,11,9,7,11,
249, 11,9,7,11,11,9,11,9,7,11,
250, 11,9,7,11,11,9,11,9,7,11,
251, 11,9,7,11,11,9,11,9,7,11,
252, 11,9,7,11,11,9,11,9,7,11,
253, 11,9,7,11,11,9,11,9,7,11,
254, 11,9,7,11,11,9,11,9,7,11,
255, 11,9,7,11,11,9,11,9,7,11,
256, 11,9,7,11,11,9,11,9,7,11,
257, 11,9,7,11,11,9,11,9,7,11,
258, 11,9,7,11,11,9,11,9,9,10,
259, 11,9,7,11,11,9,11,9,9,10,
260, 11,9,7,11,11,9,11,9,9,10,
261, 11,9,7,11,11,9,11,9,9,10,
262, 11,9,7,11,11,9,11,9,9,10,
263, 11,9,7,11,11,9,11,9,9,10,
264, 11,9,7,11,11,9,11,9,9,10,
265, 11,9,7,11,11,9,11,9,9,10,
266, 11,9,7,11,11,9,11,9,9,10,
267, 11,9,7,11,11,9,11,9,9,10,
268, 11,9,7,11,11,9,11,9,9,10,
269, 11,9,7,11,11,9,11,9,9,10,
270, 11,9,7,11,11,9,11,9,9,10,
271, 11,9,7,11,11,9,11,9,9,10,
272, 11,9,7,11,11,9,11,9,9,10,
273, 11,9,7,11,11,9,11,9,9,10,
274, 11,9,7,11,11,9,11,9,9,10,
275, 11,9,7,11,11,9,11,9,9,10,
276, 11,9,7,11,11,9,11,9,9,10,
277, 11,9,7,11,11,9,11,9,9,10,
278, 11,9,7,11,11,9,11,9,9,10,
279, 11,9,7,11,11,9,11,9,9,10,
280, 11,9,7,11,11,9,11,9,9,10,
281, 11,9,7,11,11,9,11,9,9,10,
282, 11,9,7,11,11,9,11,9,9,10,
283, 11,9,7,11,11,9,11,9,9,10,
